,Negative_reviews
4959,"please put view admin back to the slide out menu theres no reason why we should be going all through the settings menu to do so its more of a hassle :  
"
4960,"when i try to open the notifications screen it just goes blank needs to be fixed :  
"
4961,"i am able to login but when i try to check my blog the reader or post stuff it does not work it always says cannot connect to server anywhere i go it is still the same message i get pls fix thanks :  
"
4962,"still hoping that settings and desktop admin make a come back at some point :  
"
4963,"ever since the most recent update i cannot add a category on my phone or tab keeps foreclosing :  
"
4964,"keep telling me that the username or password is wrong sorry but i have to uninstall it :  
"
4965,"says login is incorrect tried over and over again and yet it wont work pls fix this :  
"
4966,"all i get is error 497 when i try to update this app :  
"
4967,"doesnt let me sign in to blog say try later can only post on browser not app hope gets fix :  
"
4968,"app doesnt let me add category it keeps unexpectedly closing every single time  :  
"
4969,"login failure issue is solved thanks  :  
"
4970,"if i leave an article as draft on browser 99 on 100 i cannot see it from the app i can neither see articles i just published :  
"
4971,"ilike the app but it keeps logging me outplease fix that :  
"
4972,"its cool but sometimes i cant moderate the comment what should i do :  
"
4973,"                               :  
"
4974,"works great never had an issue :  
"
4975,"great but high data consumption :  
"
4976,"                               :  
"
4977,"this app was great until the last update the part of the app that i used the most was the admin page access it was always the first thing i looked at whenever i opened up the app i maintain several wp sites for myself both business and personal i use the app for when i dont want or have time to sit down at my pc to do updates where i thought the app shined was maintaining my wp sites the app allowed me to be able to easily cycle through all my sites quickly to see if they needed plugin or wp updates after selecting the admin option i could click each site and within minutes have all the sites updated significantly quicker than using a pc to do it with the latest update to the app the developers buried the admin page access 3 clicks deep so what would take me 1 click a click per site to check update status now requires me to click into the settings then 2 clicks per site to check for update status i considered this app a 5 star app before this bizarre change im hoping it was an oversite or test on the developers part and that theyll fix this in the next update otherwise at least in my opinion theyve partially crippled the app :  
"
4978,"every single time i add a picture it messes up the code so i have to manually go back in every single time and add literally only a bracket this has been a problem for years and even did this while i used an iphone :  
"
4979,"the only useful function in this app was the admin section it is now all bit useless inconvenient and does not allow access to installed tools i have used this for a year and am uninstalling with 3 hours of this update :  
"
4980,"whats up with that quick access to my dashboard was kinda my main usage of this app almost entirely useless to me now my posts run through too many plugins for my to do mobile posts with correct results so yeah any chance of getting the dashboard back :  
"
4981,"your new update sucks big time there was no need to take out the ability to save a local draft bring back the local draft option also when i save as a draft and i have no internet connectivity i lose my work why :  
"
4982,"i would love this app if logging in werent such a pain i have to use a clunky generated password from wordpress why cant i just use my wordpress password guess i need a psssword mgmt app :  
"
4983,"it workef so smoothly on my phone it is amazing and fast and i thought it would be bad from the majority of the reviews i figured ill try for myself cuz everyone have different opinions and phone model and im loving it 3 :  
"
4984,"junk will not even let me start account to try to create a blog uninstalled continue browsing for different blog site :  
"
4985,"its difficult to compress wordpress into mobile format however some of the formatting is bad where certain fields are cut off and menu bars are partially covered by others just messy :  
"
4986,"cant upload post lags 90 of time says cant refresh try again later app crashes more often then the amount i can use it installed and uninstalled countless time :  
"
4987,"i wanted to update my blog but the aplication is slow and doesnt recognize the caps or signs  :  
"
4988,"editing a post in mobile not so easy i even always delete read more fuction when edit a post in mobile also html editing is too complicated so i can barely use any wordpress function other than just read my subcription blog and post comment when i gave comment in other blog and somebody replied it i cant see my comment that i just wrote not good :  
"
4989,"the draft post i spent an hour writing today was gone the next time i logged in its a good thing i copied it and mailed it to myself before closing the app :  
"
4990,"the latest update with category fix has broken the category option all together im using an s4 and the wordpress app crashes when tapping the category button :  
"
4991,"app works one day then update my tablet then everything is screwed up not sure if an update fail or just horrid app fix please :  
"
4992,"how on earth i am going to write travel blogs when i am in the bus with no internet and publish it when i get connected again :  
"
4993,"wont even let me successfully create the account havent got a confirmation email havent got an error mesage wtf :  
"
4994,"i used to be able to access my entire dashboard including all widgets now it is like it is a new beta version of a cheap app :  
"
4995,"dear wordpress please put view admin back to the slide out menu why theyre gone on the lattest update of wp for android  :  
"
4996,"in what bizarre universe does having view admin 20 taps away in settings make any sense :  
"
4997,"im able to access web app but here it throws as incorrect login :  
"
4998,"i was even having error downloading the app :  
"
4999,"cant manage custom post types  :  
"
5000,"i cant add images properly     :  
"
5001,"was fine before now i cant add other blogs from other accounts :  
"
5002,"i tried to sign up but apparently both my email addresses are in use i have never used wordpress beforeplease help :  
"
5003,"well i hope so maybe good or maybe bad all depends on net and usages circumstances :  
"
5004,"it used to be real good but now its all messed up it wont save my posts please fix :  
"
5005,"to my surprise i can t sort posts or filter them somehow :  
"
5006,"how come you forgot one of the important section of wordpress the custom field :  
"
5007,"i i cant even log in it says incorrect :  
"
5008,"it will not update my post and is so laggy ugh :  
"
5009,"where is the sticky option in the post edit mode :  
"
5010,"i cant login                   :  
"
5011,"not using anymore              :  
"
5012,"why dont make posting easy just like a social media right now i need to go to draft to post something reader is good but better if we can view our post and notification like how twitter app does :  
"
5013,"would be excellent but its eternally logging me out every time i switch between two elements pages and stats say it logs me out then repeatedly tells me the details im entering are incorrect when theyre not very frustrating :  
"
5014,"everytime i try to post anything it always says incorrect usernameemail and password sign in again even though its correct please fix it right away its so annoying that i cant post on my own blog  :  
"
5015,"trouble uploading pics complete pain in the behind recently but im waiting to see if that reliability improvement update will make this app better if not then i might be forced to switch to an entirely different blog platform :  
"
5016,"some elements of the app dont scroll eg calendar editor doesnt scroll whuch means you cant editcreate entries also top horizontal menu bar doesn t sxroll across great app rendered unusable on android as a result :  
"
5017,"i know i recently said there were no problems with the app but ive definitely discovered some big ones first of all theres this ridiculous autocapitalize feature that seems to always be on no matter where in a sentence you are also editing and writing posts is near impossible because scrolling down your post seems like a project in itself wish you could actually zoom out more even writing comments on posts seems like more work than its worth other than that not bad :  
"
5018,"eg when i click post option it says connection error same goes for pages link notification reader stats works fine though :  
"
5019,"i used this app daily for multiple blogs now it is useless allows only one account ui is oversized on galaxy tab original 7 version what happened guys used to be a great app bring back the one a few versions ago please :  
"
5020,"unfortunately i can not rate wordpress too favorably within 10 minutes of using this app i have had 4 crashes this is my first and only experience with the wordpress brand and so far not so good update 2 after current update im still not satisfied app does not crash but after trying to edit a post it is near impossible to move cursor to desired location :  
"
5021,"it is only a shortcut library to the main functions of web dashboard which opens at the embedded browser open at your browser and it will be less frustrating :  
"
5022,"the universal sign for save is that little floppy disk that doesnt mean post to my whole blog and email my subscibers so when i delete the post they can still see the carnage one star because the black hole option wasnt available :  
"
5023,"used to be fine but now am unable to view my posts always saying unable to connect at this time also unable to upload anything due to a media errorsort it out :  
"
5024,"worked fine before on my galaxy tab 20 doesnt work now awful :  
"
5025,"i find it impossible to use the app even writing a post is hard as it will not let me continue writing where i left off if i click elsewhere changing the appearance was even a challenge i could not use the menu bar desperate need of improvement with the navigation :  
"
5026,"but when i click on the box to type my actual blog it wont let me very frustrating it took me a hour to post a photo to my profile let me posta blog last night in a few minutes but today its malfunctioning thats annoying i will be uninstalling this app :  
"
5027,"for your fancy galaxy s4 someones jealous categories become unchecked when you add new ones fix that dingus :  
"
5028,"since updating to 241 i can no longer access the dashboardview admin area loads 404 page not found instead hoping this will be fixed in the future then id be happy to change my rating :  
"
5029,"tried different ways to log in but it would not let me this app is stupid if i can give it a negative star i would :  
"
5030,"i dont know what happened to the app it stops working on my galaxy tab i cant view the site and if i view it no post is appearing  :  
"
5031,"its hard to work with photos dont appear ill keep it for a while but im not a huge fan :  
"
5032,"image labels for comment marking are gone it is unclear what icon means mark as spam especially for screen readers :  
"
5033,"this app is extremely buggy it constantly fails to display blog postings that i click on from blogs i follow i have to close the app reopen it find the post again and click again its very annoying also when the app gives you notifications of replies to comments youve made it doesnt show you which comment of yours the person was replying to it just says in reply to your comment on and to see that comment you have to press an icon that launches a web browser annoying :  
"
5034,"cant search for blogs i know of in the reader why no search option :  
"
5035,"posts older than first page wont load editing is very clunky not worth much more than a quick post :  
"
5036,"cleared data reinstalled would be great if it synced up otherwise its just a notepad :  
"
5037,"just upgraded to galaxy iii and program will not toggle between my blogs i have to sign in and out of each to post help :  
"
5038,"hard to sign into hard to download :  
"
5039,"keeps crashing same connection error code crazy :  
"
5040,"does not work at all           :  
"
5041,"how can i search other blog posts because i cant on this app it doesnt have a profile tab  :  
"
5042,"great app but there was some problems with loading pictures onto it :  
"
5043,"its need custom post type support since some blogger used custom post type for their posts :  
"
5044,"                               :  
"
5045,"iam cannot login if account have two step authetication :  
"
5046,"cant view existing posts cant upload pictures whats going on :  
"
5047,"i dont know but now i finished my work remote :  
"
5048,"works so well i put it on my tablet and mobile :  
"
5049,"hugely basic but why cant i embed youtube videos :  
"
5050,"lumayaan bisa ngeblog lg       :  
"
5051,"this app sucks the posts from my site dont even show up in the app i can only see 4 of my posts and i have over 100 waste really sucks they cant make a good app :  
"
5052,"it doesnt give me the options of composing a blog in visual or text can only do it in text also cant add new photos when i click on select nothing happens thank you for your reply to my rating and while that does allow me to add pictures it doesnt give me the ability to alter text colour make some text a url etc in other words there is not a wysiwyg editor unless i am missing something obvious so my rating remains as it doesnt give me the ability to everything the website does :  
"
5053,"over the year there have been vast improvements both in the visual style and the ui love the sidebar that slides with all the same choices as the windows interface the main viewing screen is a bit scrunched and in view admin and stats pages they are cut off on the right hand side obliterating todays stats sometimes force closes automatically midstpost :  
"
5054,"i wish the app would give you an option to sync whats in the sever into your tablet or whats in the tablet to the server i had a bunch of posts on my blog i had to move my blog to a new server confident that i had all those posts on my tablet after the new server was setup i went to the tablet logged in with my blog account i was still able to see all my posts saved on the tablet i then hit sync thinking that all my posts were going to be uploaded well they did not to my surprise it erased them all leaving me with nothing more than a hello world post that was a catastrophic :  
"
5055,"it logs in and i can see everything normally but if i click on anything it says wrong id or password and asks me to sign in again when i put in the exact same information to login that i just did it says wrong password or id it fooled me yesterday and i changed my password i am not going to change my password every day just to use this app on mobile fix this please :  
"
5056,"appreciate quick dev response now i know that admin is accessed through settings thats a weird place for it however it cant run javascript so i lack full control of plugins better in browser :  
"
5057,"you can get notifications about comments and check stats but nothing else works you cant approvespamreply to comments which is something an app like this should have down in order to be useful on the fly :  
"
5058,"awkward slow clunky most people will give up on somthing thart is so time consumingly slow when other sitrs are application friendly snd fast needs interface that actually takes advantage of the ease of android browsing but instead is counterintuitive disappointed :  
"
5059,"i have tried several times to make long posts using this app but the text seems to disappear after a while and you need to essentially guess what youre writing save it as a draft and then proofread it on pc later on blogger is a much better app as it allows your text to scroll as you use it and not run into the keyboard to the point where you cant see what youre typing cmon seriously i know you can do better than this :  
"
5060,"ive never been able to complete even the most basic post with this app if theres a photo link or absolutely anything requiring code the app removes the codes formatting prior to saves and uploads meaning my posts just show a bunch of partial html along with my text its crazy making i just use it to reply to comments :  
"
5061,"uploading and updating posts always fail is this a bug that escapes the developers or are they simply unable to squash it the app despite its slick looks has remained this poor for some time :  
"
5062,"i am using the wordpress app both on my nexus 7 and iphone however both cant seem to upload images to the library or crop images from there the upload button dont seem to work if you have access to a normal computer it would be fine but for people like me whos travelling and having access to only their phone or tablet its quite inconvenient hope the next version can fix this :  
"
5063,"was working great until i changed my username now app forces me to sign in every time and it takes me to the mobile site not the app i cant locate any posts and data that were saved locally on the app please help :  
"
5064,"finally reloaded on my galaxy s and problems seem to be fixed not a regular blogger but nice to have it working right when i feel like using it thanx to the devs :  
"
5065,"ive started a post three times now and saved it as a draft first time i figured since i dont think i had very good service it didnt save online so when i got on my laptop it wasnt saved and then came back to the app and it was gone now its happened two more times and i havent used my laptop since please fix this edit they all just showed up uhm please get this confusion with saving drafts and all worked out i am glad they showed but it needs to be a little more stable with that :  
"
5066,"ive had some frustrations while using this so on my nexus phone i cant figure out how to save a draft so my posts get published before i want them to limited editing options says that posts havent been uploaded when they actually have been i like wordpress but this app drives me crazy :  
"
5067,"it does not even allow me to register from my galaxy 3 figure out using it for making up a website it keeps asking me to insert lower case hopeless :  
"
5068,"i cannot get the most important feature to work on this comments it has some comments downloaded in the device but will not show new comments seems to be related to authentication maybe and issues where wp is configured with 2 factor authentication posts retrieves ok and asks for verification code but comments just sits there and eventually complains about hitting too many failed login limit :  
"
5069,"i feel like abusing you guys my posts still remain as local draft the reason im not blogging you write diligently and the post remains in draft forever how difficult is it to get this app right :  
"
5070,"i constantly loose what i type when i attempt to save it need mechanism thatll do automatic local saving :  
"
5071,"i cant log in thus the app fails on all levels should be less then 1 star if the product doesnt even slightly work :  
"
5072,"so glad you fixed it it was a headache to post the article and then going to the web version to set the featured image :  
"
5073,"have been using this app for a few years with no problems but since the update it has a very annoying habit of publishing posts that are saved as drafts not good for my readers :  
"
5074,"using this app with an htc desire used to be ale to geotag posts but since latest update this option seems to have vanished or am i missing something :  
"
5075,"cant exactly rate the app because it wont let me log in keeps saying invalid usernameemail but i just signed up  :  
"
5076,"i have paid for my account and want to use it only on my phone but the app wont let me log in with my already created account un installed its worthless :  
"
5077,"i cant login help samsung s3has locked me out of my wordpress :  
"
5078,"great app i liked the previous set up better but this one is still easy to use the only reason i didnt give it 5 stars is because i cant access my emotion icons on this app :  
"
5079,"whenever i click in a post that says something like 137 more words 4 more images only the words appear no images loaded unless its a gallery good app anyway :  
"
5080,"pos app edited two posts and both times it ate all the content piece of junk :  
"
5081,"unable to even log in so cant actually comment on the app itself :  
"
5082,"the app is not letting me register please fix :  
"
5083,"app says usernamepassword wrong but it isnt i even reset it 2 days ago online and still cant log in to the app :  
"
5084,"wont even let me login in      :  
"
5085,"ran a live blog from a trade fair using this and it worked a treat :  
"
5086,"                               :  
"
5087,"does what it should should get better as tablets get better for this kind of thing :  
"
5088,"nothing to see here            :  
"
5089,"i wrote several pages of an essay and saved it on my tablet it showed saved locally 3 hours later i went to see it on the net and i saw only one paragraph i went back to the tablet and it was all there i saved it again to be sure i did not lose it still not on the net or in my drafts on the net finally saw the sync button the tablet app did that and everything was synced back to a few paragraphs and before you ask the revisions were of now value either not sure how you get it to not save locally other then sync but i will never use the app again other than to read :  
"
5090,"the interface is nice and neat but its crap first click on previous post displays the post post cannot be edited afterwards all buttons become non responsive :  
"
5091,"this is worst application that i saw ever i give 0 ratting for ui one can use browser instead of this application i mean one can manage their wordpress site using brouser because no difference between this app view and web view it simply load url in webview :  
"
5092,"it would better if had the ability to show who replied whom in comments and if like previous version unapproved comments color were difference from approved ones :  
"
5093,"good application ive been using this app for months uploading photo posting hyperlink over all this app is good enough the only problem that i cant do the blogwalking :  
"
5094,"all it does is load the wordpress site inside a wrapper wont respect the fact that i changed my password takes forever to load because its loading the images for the buttons every time turns out the default is to load the dashboard website unless you click the upper lefthand corner upgraded my review to 3 stars due to nonintuitive ui :  
"
5095,"this is the easiest way to add blogs quick easy to you wordpress account nut really does need to make things easier like the webpage because adding pictures videos seems to be missing from our blogs when we wish to add them to out blogs :  
"
5096,"it doesnt work on half the stuff this app needs a lot of work going to the website its easier :  
"
5097,"this app is useless and kills my site every time i try and use it :  
"
5098,"is it just me or does everyone elses s3 not able to post their videos gimme a thumbs down if you can :  
"
5099,"replaces quotation marks between code with quot can this be fixed :  
"
5100,"needs a feature or two but excellent program :  
"
5101,"i dont have any complaints so far :  
"
5102,"thx you                        :  
"
5103,"average                        :  
"
5104,"yuu bet                        :  
"
5105,"recent fix makes everything better im now free to love the new holo design the layout is great i cant recommend this highly enough for wordpress users mines self hosted and the app still works great the only thing id like added in future versions would be a word count feature :  
"
5106,"love the look of last update and the new menu but comments are no longer loading evgalaxy ery time i try to refresh the notifications i get a message comments could not be refreshed at this time and when i insert images into a post they just disappear before i have chance to save the post and i have the start uploading them again :  
"
5107,"i like the app overall helps me post content to my blog with ease the interface is nice and crisp however the last time i switched apps and came back to find that all that i had written had disappeared not even a local draft was saved was very disappointed hope theres a feature that saves as you type or at least recovers what youve typed :  
"
5108,"the most annoying thing is when you try to press the like button and nothing happens also many features sometimes dont load so you have to refresh a few times i hope they fix this app because if it worked as advertised it would be nice :  
"
5109,"i used to blogging using wordpress now trying to delete post says post deleted successfully refresh the page and taraa the page is not deleted even it says deleted ive wrote a post and it says that posted successfully but where is it i also try to edit a post failure and its not edited what a crap this app was great :  
"
5110,"previous versions of this app were completely useless for creating and editing articles this update fixes the sync problems and usability issues that resulted in loss of data category information now even syncs properly but if you try sharing photos from other apps to wordpress it responds by ignoring the shared data and creating a blank post :  
"
5111,"i can never comment on my own or other blogs every time i try it either scrolls up to the top of the page or has an error when i try to post the comment i hope they fix it soon or i will have to stop using the app :  
"
5112,"the new update is great but ive just made quite a large posting it turns out it didnt post properly and didnt save the final copy as a local draft have to rewrite not happy  :  
"
5113,"after the update i cant find the drafts section most of my blogs require a lot of time i write them over a span of a few days without the drafts section this app is simply of no use to me :  
"
5114,"used to be a nice little app now might as well use the website or just wait till im at a computer painful :  
"
5115,"i just downloaded this app to use with my htc 3d phone and immediately want to uninstall i try to back space and it keeps the cursor at the spot i want to erase but for some reason erases the content a few sentences above so frustrating to not be able to backspace please fix this :  
"
5116,"for use on my sgs3 the old app was much better the side bar is so small i cant see what the icons are and using them is very difficult :  
"
5117,"the app is great and all but can i make one suggestion if theres any way for the app to automatically save while youre writing a blog just like on the website would be awesome just now i was writing a blog because i was in the moment and for some reason my keyboard decided to erase everything i just typed and nothing was saved im mad at my phone but if theres any way to get that feature it would be much appreciated :  
"
5118,"if when you open it its like youre not in an app at all but on a browser of the site clear the cache otherwise text jumps all over you cant select where you want to start typing it randomly shoots cursor wherever it wants erase temp files and login again :  
"
5119,"was good before now after latest update n new gui i can refresh posts n comments anymore keeps getting connection error message that was never there before in the previous version 2 stars until they fix it :  
"
5120,"extremely hard to edit posts it doesnt feel like an app but more like a nonmobile friendly website scrolling causes the grey bar at the top to jump all over the page plus many more issues :  
"
5121,"i always have to resort to using my computer to do uploads because i always have no clue of the progress of my current upload this isnt the only problem i have with the app guys something is missing wish i could say what because i need a wordpress app thats flawless and perfect like the site :  
"
5122,"not able to upload photos even after making gallery available offline in post pictures appear to be added but upon saving replaced by img which of course is not enough to display anything once that is fixed make photos from online galleries usable bare bones it works but i could wordprocess on an apple iie as well had to give up on tablet and update from computer :  
"
5123,"i have a problem with the android app i cant set the main feature image how can i solve this problem any help thanks :  
"
5124,"i only got troubles with the photos especially when i edit add more to the entry :  
"
5125,"i just added the 2factor auth plugin and i cant login with this app anymore  :  
"
5126,"it wont even let me login      :  
"
5127,"updated to 23 looks great however my homescreen shortcut disappeared and wordpress doesnt appear in my list of applications the only way i can open wp is by opening it via the play store please fix :  
"
5128,"a real bummer what i really liked about the older version of the app was being presented with a clean page for writing now the bottom is cluttered up with all the saving and scheduling option that i have to look at the whole time im writing unless i do a bunch of carriage returns the one thing i really liked about the app was the clean page but now thats gone can you please bring it back :  
"
5129,"since the update the app seems incapable of accurately storing passwords for use on the dashboard all other functions are accessible but im always given an incorrect password error message when attempting to access the dashboard issue seems to be tied to special characters in the password :  
"
5130,"update looks cooler and now it works with self signed ssl old review if i use normal http it works but when i enable ssl on my self signed ssl hosted site then it crashes :  
"
5131,"was great before but now a menu needs to be pulled up for all functions very cumbersome :  
"
5132,"trying to view stats but for some reason it says incorrect login im already logged in or its not linked to my wordpress account the need help button is useless and just links to info about jetpack :  
"
5133,"love the app but actually like the tile menu better also the shortcut is broke and had to uninstall and reinstall to get back :  
"
5134,"simple to use for on the go blog management writing though is another thing on my evo4g the edit window insists on popping up blocking the view :  
"
5135,"i have been using this app for months and it worked wonderfully i updated it last week now all i can do is look at my old post note even able to access other blogs i follow to read please fix :  
"
5136,"did you try turning you phone off and on especially when youre using third party home screensbut not limited to themupdating an app makes this happen occasionally :  
"
5137,"why latest update i cant found menu to add new blog where the menu has been move on :  
"
5138,"dashboard stats posts nothing will load since this latest update please solve :  
"
5139,"i love this app it works great and i dont have be on my computer to blog now :  
"
5140,"all my draft post are gone after update :  
"
5141,"doesnt refresh any pages       :  
"
5142,"can not write khmer language   :  
"
5143,"i cant edit the widgets or pages :  
"
5144,"i just need to learn to type better on my phone  :  
"
5145,"sometimes its hard to get the right url when adding new blogs it says that there is an error for one i had to add a backslash just to get it to work also sometimes you get an error message after saving then trying to quit other than that it is great would be good if you could configure images better :  
"
5146,"syntax this is not an update its a downdate most of the functionality i value most such as adding photos revisiting and reviewing posts and gaining access to the dashboard are removed the new version of the app having less to offer than the previous if you like going backwards this would seem appealing to me the accolade update seems inappropriate :  
"
5147,"a workable application however an extra layer of security would be highly appreciated to access your account or for you to reenter your username and password again ive noticed when i login once and reopen the app again later i have immediate access to my blog if someone else handled my phone i certainly do not want them to freely interfere with my wordpress the extra layer of security could be a 4digit pass code :  
"
5148,"i dont understand why there wouldnt be a publish button on the editing page for the app to publish i have to click back then click no for prompt to cancel editing then click publish on this page very shoddy ui design making for cumbersome maneuverability please fix this its been more than 6 months since i first sent an email about it :  
"
5149,"guys i really like the app overall but the cursor was jumping around while replying to comments today i have a hard time liking posts commenting at times and i would really love to see it function without switching to web prompting me to login just to like follow or comment also it is difficult to follow others that have followed me without having to go to web login find them again etc there are also places where the text gets cut off like in stats when viewing gravatar :  
"
5150,"ive used this app on my ipod and it was wonderful buttt i dont know whays wrong with the android version so frustrating i cant publish articles in drafts and i cant view my blog properly its not user friendly :  
"
5151,"i cant even start a blog it tells me what names i can choose from but when i pick one it says its already in use so i pick another one and no matter what i pick it wont work :  
"
5152,"first feature i checked out was new post where are all my extra fields i dont post a new item unless i can include special fields include seo details and complete other plugin details for me this app is only useful for comment moderation disappointing :  
"
5153,"i like my wordpress app its generally a great way tocheck stats and comments on the go i just have a couple complaints onetheres no automatic alert system or im more techno illiterate than i ever imagined two it doesnt show replies to comments on other peoples blogs it makes ithard to maintain that interactiveness that i love about blogging three i cant find out if ive gotten more likes ratings or followithout opening the whole post there could be an alertsimilar to that for comments :  
"
5154,"server errors all over the place since the may up date update has nothing to do with my blog since other devices with previous version of app and website work perfectly fine bad update :  
"
5155,"so much as blogging is concern its good for reading blogs while away from your pc basic function there and all but writing a blog on my s3 not my favorite activity as the keypads too small :  
"
5156,"worked fine at first but has gradually become less functional initial problems were only with my dashboard now even the blog reader pane is malfunctioning uninstalling now since it has become useless :  
"
5157,"cant connect half the time and in the middle of posts it disconnects even though im sitting in the same location with full connection :  
"
5158,"have been trying to refresh and sync postscomments but doesnt work every single time i do so keeps saying not connected to internet or fail to refresh try again later this is a great app please fix it :  
"
5159,"works just fine here a little confusing as to pagespostsetc but usable as to connection errors it will crap out if there are any issues with wifi or cellular service it wont error out with why just cant connect :  
"
5160,"this app crashed on me constantly it is difficult to get more than a couple of photos on a blog and it constantly loses the photos that i have already uploaded there is lots to like but this is infuriating please fix it :  
"
5161,"when adding an image to a post i cant set alt text or remove the link off the pic this app is pathetic it has so much potential yet too little effort has been made cant even view the html editor to remove the link and change alt text this forces me to use the full site which has a very poor mobile interface to the guy bellow defending this app i am so sorry your site is so basic and your seo so poor that this app is acceptable by your apparently low standards :  
"
5162,"i downloaded the application hoping i would have similar feature as on my website but the app is unstable crashes cant do dual view too many essential basic feature missing hoping for an update soon :  
"
5163,"i really like this app its great but can i ask a favor can you pleeeease put a password option to the app its just that my friends take my phone and there is stuff they cant know thanx a bunch  :  
"
5164,"had this app on iphone and it worked great tried to use it on my galaxy s3 and it screwed up my website i now have to wait till i get home to use my computer to fix it :  
"
5165,"i really dont understand why i cant follow my friends wordpress blog it wasted me totally an hour :  
"
5166,"i got the sorry could not connect to the wordpress site message at first but went to the forum and received very fast help i was entering the address wrong all is well now :  
"
5167,"cursor jumped around all over the place when editing a post went through a tunnel on train when i came out the other side it had deleted most of my post took an hour to retrieve kept asking for login password every 2 minutes use this app at your peril :  
"
5168,"cant able to set featured image on this app but it is enabled and i can do it in desktop fix this problem :  
"
5169,"doesnt refresh recent posts or much of anything else was useful once for publishing a new post but that was about it there was no error with the blog an uninstall and reinstall of the app helped it work better but it is fairly slow when refreshing :  
"
5170,"was so relieved i can finally update photos etc on here much improved app however having increasing problems everytime i want to upload say more than 4 photos and 1 video it takes hours despite having a very fast connection i then get bored of waiting look at the post and all pic links have been removed so i have to do it all again im on my 5th go right nowand not impressed :  
"
5171,"was great now my new posts go to a local draft folder why wont it post frustrating :  
"
5172,"like somebody else here im unable to login into a self hosted blog i can access via ipad and ipod but not with my gs3 please fix :  
"
5173,"sucks slow clunky keeps crashing when wanting to view post in browser or share url not easy to tweet a post poor reader design lousy scrolling samsung s2 ics :  
"
5174,"im not a big fan of this app overall the layout on my tablet leaves a lot of negative unused space if you put the options icons on the left and had a view of your feedblog on the right it would greatly improve upon that i do not like how you can not preview or view any blog i think its a bit absurd that i have to use my browser to actually see my blogs i also noticed you can not addcreate a new blog on the app i would have to do this in the browser as well and reload my account into this app for the new blog to appear in the drop down over all the app is visually appealing quick and operates effeciently on my tablet but the missing features completely deture me from keeping this app when i can probably find a compatible blogging app that suits my needs more or just use my browser ill check back later and redownload if improvements are made i am a fan of wordpress but this app is nearly useless as is :  
"
5175,"had to delete and reinstall app to get it to even let me sign in now the app wont let me change more than two letters of previously published posts super inconvenient oh and editing feature will randomly chop off half your post for zero reason fix this :  
"
5176,"i uninstalled the app then reinstalled it and the incorrect login problem was resolved i love the app otherwise :  
"
5177,"the app is great but ive found many occasions where i add to a post in draft mode and then click the save button but the button is not active and so doesnt save my changes i now make a change click save shutdown and restart the app to write more the first save attempt always works but after that you might loose a load of work using nexus 7 and nexus 4 :  
"
5178,"after entering my email address it then tells me only to use lower case letters on log in details after amending these it no longer accepts my email address or blog name saying that they are already being used think that ill stick with blogger :  
"
5179,"after done writing a post it is hard to figure out how to get out of the text area so you can submit the post how to get out of the text area after writing a post what is the button i have to hit on my phone to show the menu :  
"
5180,"this has to be one of the best tools for working with wordpress it is a little slow at times but is hard to tell whether that is my connection or the software :  
"
5181,"you would hope that a word press app might let you edit words in an easy and simple fashion however this app fails at the most simple of copypaste operations prints text like a palimpsest when scrolling and fails to register even the most basic of changes frankly writing this is the closest ive got to producing anything coherent within 100 yards of this utterly disappointing excuse for a piece of software :  
"
5182,"if you limit your admin folder to specific ip this app is uselessyou need to use third party proxifier in order to connect :  
"
5183,"it will let me upload text posts but i cant see anything else wont let me look for blogs or see other peoples posts or anything cant even edit my profile i dont get it :  
"
5184,"it uploads the image and text but it displays the photo as a load of html links without any a a so i have to edit each image individually :  
"
5185,"doesnt link to the blog i need to view at all yet on my laptop i can view everything just shows blank screens basically doesnt work :  
"
5186,"cant log out or log in plus would be far better if it showed notifications very glitchy and rarely loads my stats correctly :  
"
5187,"have not had a single issue till now smooth and funtional nice ui too just plug in credentials and it does the rest :  
"
5188,"i like wordpress very much i think wordpress is the best blog site ever then i install this app on my phone and i was surprised the post cant be more than 1000words anyway please fix it thanks before :  
"
5189,"couldnt view stats reinstalled app now cannot log in at all wasting the little time i have on this has made think about moving my blog elsewhere :  
"
5190,"cannot connect to the site got message try later but my server hosting my blog is on and can indeed connect to it through web adress but not from the app whats going on please fix thanks :  
"
5191,"after recent updates im no longer able to connect to my blogs pages come on wp :  
"
5192,"great app but a real shame there is no support for custom types i cant edit half my site  :  
"
5193,"excellent but the video upload is irksome needs improvement :  
"
5194,"i have never been able to get posts with images to upload whether over 3g or wifi sometimes it will after after multiple tries but most the time it never does :  
"
5195,"i decided to use word press because a few friends have it downloaded app will not work not allowing me to create a new account uninstalled until fixed please :  
"
5196,"uninstalling because i still have all the problems from my last review used to work perfectly now i cant post anything at all i cant get the reader to work i cant do anything considering uninstalling it :  
"
5197,"i like it but sometimes after i edit and update a post it moves downward to another date in past now i am updating it hoping issue is resolved in this version :  
"
5198,"this is the second time ive tried can never log in so frustrating :  
"
5199,"on my htc desire s it doesnt connect sync post or anything it has nothing to do with my internet since i can use my browser fine and it still doesnt work with mobile network  :  
"
5200,"the app isnt loading right on my galaxy virgin mobile phone how will you address this :  
"
5201,"couldnt initially log into the app due to the same errors reported by other users but with some excellent support for the developer it says identified as a server side problem with mod security on apache blocking the api calls :  
"
